LICENSE NUMBER,LICENSE TYPE,ESTABLISHMENT,STREET ADDRESS,CITY/TOWN,PROVINCE,POSTAL CODE,Location
005511,Eating Establishment,Coastal Coffee,2731 Robie ST,Halifax,NS,B3K 4P1,"Halifax, NS B3K 4P1
(44.65646, -63.59748)"
005588,Eating Establishment,Loyalist Inn Dining Room,160 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
002388,Permanent  Special Occasion,Ocean View Continuing Care Centre,1909 Caldwell RD,Eastern Passage,NS,B3G 1M4,"Eastern Passage, NS B3G 1M4
(44.622156, -63.504554)"
006182,Eating Establishment,Mo's Family Restaurant and Accommodation and Tackle Shop Inc.,951 Highway 2  ,Five Islands,NS,B0M 1K0,"Five Islands, NS B0M 1K0
(45.411845, -64.036888)"
005522,Eating Establishment,Black Spoon Bistro,320 Commercial ST,North Sydney,NS,B2A 1C2,"North Sydney, NS B2A 1C2
(46.209938, -60.248026)"
006307,Eating Establishment,Rooftop Patio,1567 Grafton  ST,Halifax,NS,B3J 2C3,"Halifax, NS B3J 2C3
(44.645015, -63.574448)"
002927,Lounge,Bearly's Lounge,1269 Barrington ST,Halifax,NS,B3J 1Y2,"Halifax, NS B3J 1Y2
(44.641029, -63.570791)"
002540,Special Premises,Tattingstone Inn,620 Main ST,Wolfville,NS,B4P 1E8,"Wolfville, NS B4P 1E8
(45.0913, -64.36422)"
005338,Lounge,"Boston Pizza Lng, Antigonish",135 Church ST,Antigonish,NS,B2G 2E3,"Antigonish, NS B2G 2E3
(45.613375, -61.984836)"
005454,Eating Establishment,Battery Park Beer Bar & Eatery,62 Ochterloney ST,Dartmouth,NS,B2Y 1C2,"Dartmouth, NS B2Y 1C2
(44.66645, -63.56858)"
005439,Eating Establishment,Ocean Lanes Bowling Lanes & Sports Bar Dining Room,45 Lake RD,Tatamagouche,NS,B0K 1V0,"Tatamagouche, NS B0K 1V0
(45.706691, -63.268772)"
004113,Lounge,Carriage House Lounge,825 Reeves ST,Port Hawkesbury,NS,B9A 2S4,"Port Hawkesbury, NS B9A 2S4
(45.614066, -61.34958)"
004649,Lounge,Press Gang Dining Room (The),5218 Prince ST,Halifax,NS,B3J 1L6,"Halifax, NS B3J 1L6
(44.647212, -63.573936)"
005732,Eating Establishment,Piatto Pizzeria & Enoteca,1299 Hollis ST,Halifax,NS,,"Halifax, NS
(44.646244, -63.573566)"
004647,Lounge,"Knot Lounge, The",4 Dufferin ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
005367,Lounge,Jack Astor's Bar and Grill Lounge,107 Shubie DR,Dartmouth,NS,B3B 0C3,"Dartmouth, NS B3B 0C3
(44.7091, -63.591479)"
003833,Special Premises,Chester Playhouse,22 Pleasant ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
004577,Permanent  Special Occasion,Eastern Passage-Cow Bay Lions Club,65 Hornes RD,Eastern Passage,NS,B3G 1A4,"Eastern Passage, NS B3G 1A4
(44.615591, -63.484148)"
005076,Lounge,Coal Miners Cafe Lounge,15832 Central AV,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
006098,Lounge,Jakes Landing Pub,2931 Highway 1 ,Annapolis Royal,NS,B0S 1A0,"Annapolis Royal, NS B0S 1A0
(44.73394, -65.498816)"
004755,Special Premises,Fox Harbour Development,1337 Fox Harbour RD,Wallace,NS,B0K 1Y0,"Wallace, NS B0K 1Y0
(45.813026, -63.473186)"
006084,Eating Establishment,Sushi Jet,5518 Spring Garden RD,Halifax,NS,B3J 1G6,"Halifax, NS B3J 1G6
(44.642993, -63.577033)"
001333,Special Premises,Brule Point Golf,738 Brule Point RD,Tatamagouche,NS,B0K 1V0,"Tatamagouche, NS B0K 1V0
(45.706691, -63.268772)"
005541,Eating Establishment,Montague's Eatery and Lounge ,139 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
006258,Eating Establishment,The Board Room Game Cafe,936 Bedford Hwy. ,Bedford,NS,B4A 3P1 ,"Bedford, NS B4A 3P1
(44.714768, -63.678037)"
004734,Special Premises,Grand Pre Winery,11611 Highway #1 ,Grand Pre,NS,B0P 1M0,"Grand Pre, NS B0P 1M0
(45.102319, -64.305423)"
001118,Special Premises,DeCoste Entertainment Society,99 Water ST,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
006169,Lounge,Highwayman Restaurant & Bar,1673 Barrington  ST,Halifax,NS,B3J 1Z9,"Halifax, NS B3J 1Z9
(44.64631, -63.57362)"
005818,Eating Establishment,Finbar's-Portland Hills,635 Portland Hills DR,Dartmouth,NS,B2W 0J7,"Dartmouth, NS B2W 0J7
(44.675101, -63.511152)"
005479,Eating Establishment,The Sandbar,12215 Highway 215  ,Urbania,NS,B0N 2H0,"Urbania, NS B0N 2H0
(45.102757, -63.458434)"
005988,Eating Establishment,The Ship's Galley,156 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
005900,Eating Establishment,Lion & Bright Cafe Bar,2534 Agricola ST,Halifax,NS,B3K 4C5,"Halifax, NS B3K 4C5
(44.654568, -63.592471)"
005648,Eating Establishment,Panda Buffet,100 Main ST,Dartmouth,NS,B2X 1R5,"Dartmouth, NS B2X 1R5
(44.682552, -63.538486)"
006325,Eating Establishment,Murray Manor Art & Culture House,225 Main ST,Yarmouth,NS,B5A 1C6,"Yarmouth, NS B5A 1C6
(43.831403, -66.120333)"
002780,Special Premises,Delta Hotels By Marriott Dartmouth,240 Brownlow AV,Dartmouth,NS,B3B 1X6,"Dartmouth, NS B3B 1X6
(44.695686, -63.575136)"
003379,Lounge,Roadside Willies Lounge,27 Jennifer DR,Bible Hill,NS,B2N 6M5,"Bible Hill, NS B2N 6M5
(45.379159, -63.251277)"
003564,Special Premises,Almon Billiards Club,3200 Kempt  RD,Halifax,NS,B3K 4X1,"Halifax, NS B3K 4X1
(44.659764, -63.604439)"
004513,Special Premises,NSCAD University,5163 Duke ST,Halifax,NS,B3J 3J6,"Halifax, NS B3J 3J6
(44.649359, -63.574261)"
005776,Eating Establishment,Capt. Kat's Lobster Shack Limited,3723 Highway 3  ,Barrington Passage,NS,B0W 1G0,"Barrington Passage, NS B0W 1G0
(43.523152, -65.611303)"
004692,Lounge,The Perfect Pour Pub and Grill  ,19 Norm Newman DR,Dartmouth,NS,B2W 6M3,"Dartmouth, NS B2W 6M3
(44.669761, -63.53048)"
004300,Lounge,Spirits on the Mersey,344 Main ST,Liverpool,NS,B2M 3G4,"Liverpool, NS B2M 3G4
(44.033298, -64.716599)"
005632,Eating Establishment,Hillcrest View Restaurant,11054 Route 6 ,Pugwash,NS,B0K 1L0,"Pugwash, NS B0K 1L0
(45.851054, -63.658815)"
006048,Eating Establishment,Arichat Seafood Market,392 Hwy. 206 ,Arichat,NS,B0E 1A0,"Arichat, NS B0E 1A0
(45.51442, -61.006232)"
006104,Lounge,Fat Tony's Bar & Grill ,9 Water ST,Pictou,NS,,"Pictou, NS
(45.678466, -62.706428)"
001136,Special Premises,West Pubnico Golf & Country Club,238 Greenwood RD,West Pubnico,NS,B0W 3S0,"West Pubnico, NS B0W 3S0
(43.672782, -65.798129)"
004516,Military,36 Canadian Brigade Group HQ, 5480 Royal Artillery CT,Halifax,NS,B3J 0A8,"Halifax, NS B3J 0A8
(44.644729, -63.576658)"
005950,Eating Establishment,Happy Veal Hot Pot Restuarant,1333 South Park ST,Halifax,NS,B3M 4T7,"Halifax, NS B3M 4T7
(44.692709, -63.678606)"
005803,Lounge,The Cabot Public House Lounge,10 Beach RD,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
004974,Lounge,Yuan of Asia Restaurant Inc.,107 South Albion ST,Amherst,NS,B4H 2X2,"Amherst, NS B4H 2X2
(45.81989, -64.20616)"
005075,Lounge,Island Sunset Resort & Spa Lng,19 Beach Cove ,Belle Cote,NS,B0E 2B0,"Belle Cote, NS B0E 2B0
(46.432479, -61.106465)"
003763,Lounge,Steel City Lounge,252 Townsend ST,Sydney,NS,B1P 5E9,"Sydney, NS B1P 5E9
(46.135707, -60.186632)"
003559,Special Premises,The Hollis Halifax,1649 Hollis  ST,Halifax,NS,B3J 1V8,"Halifax, NS B3J 1V8
(44.646705, -63.572365)"
006292,Eating Establishment,Pleasant Street Diner,205 Pleasant  ST,Dartmouth,NS,B2Y 3R5,"Dartmouth, NS B2Y 3R5
(44.658217, -63.550756)"
005674,Lounge,McGill's Junkyard Lounge,18 Kentucky CT,New Minas,NS,B4N 4N2,"New Minas, NS B4N 4N2
(45.063674, -64.474668)"
005847,Eating Establishment,Hideaway Campground,401 Shore  RD,Dingwall,NS,B0C 1G0,"Dingwall, NS B0C 1G0
(46.892629, -60.476555)"
004629,Special Premises,Annapolis Basin Conference Center,180 Atlantic ST,Cornwallis Park,NS,B0S 1E0,"Cornwallis Park, NS B0S 1E0
(44.659603, -65.604444)"
005946,Lounge,Flavor on the Water ,74 Esplanade ,Sydney,NS,B1P 1A1,"Sydney, NS B1P 1A1
(46.143824, -60.200229)"
006192,Lounge,Jamieson's Irish House & Grill,5 Cumberland DR,Dartmouth,NS,B2V 2T6,"Dartmouth, NS B2V 2T6
(44.670807, -63.489812)"
004730,Special Premises,Casino Banquet Rooms,1983 Upper Water ST,Halifax,NS,B3J 3Y5,"Halifax, NS B3J 3Y5
(44.65299, -63.578139)"
006107,Eating Establishment,Bella Roma,7836 Hwy.14 ,Brooklyn,NS,B0N 2A0,"Brooklyn, NS B0N 2A0
(45.019717, -64.02498)"
005566,Eating Establishment,Cha Baa Thai Dartmouth,100 Ilsley AV,Dartmouth,NS,B3B 1L3,"Dartmouth, NS B3B 1L3
(44.70101, -63.589642)"
004034,Special Premises,Glenora Distilleries,13727 Route 19 ,Glenville,NS,B0E 1X0,"Glenville, NS B0E 1X0
(46.077579, -61.39362)"
005441,Eating Establishment,The Carleton Music Bar & Grill,1685 Argyle ST,Halifax,NS,B3J 2B5,"Halifax, NS B3J 2B5
(44.646362, -63.574407)"
005442,Lounge,The Carleton Music Bar & Grill ,1685 Argyle ST,Halifax,NS,B3J 2B5,"Halifax, NS B3J 2B5
(44.646362, -63.574407)"
001850,Lounge,Oliver's Lounge,3009 Hwy. #2  ,Fall River,NS,B2T 1J5,"Fall River, NS B2T 1J5
(44.810339, -63.603138)"
005884,Lounge,Little Vegas Lounge,451 Prince ST,Sydney,NS,B1P 5L3,"Sydney, NS B1P 5L3
(46.140395, -60.179301)"
006165,Eating Establishment,Tall and Small Cafe,342-2 Main ST,Antigonish,NS,,"Antigonish, NS
(45.622459, -61.991416)"
006312,Eating Establishment,Anja Henschel ,3452 Hwy # 332 ,Rose Bay,NS,B0J 2X0,"Rose Bay, NS B0J 2X0
(44.298488, -64.305383)"
005912,Lounge,Prospectors Pub & Eatery,75 Peakview  WA,South Bedford,NS,B3M 0G2,"South Bedford, NS B3M 0G2
(44.672391, -63.656688)"
005598,Eating Establishment,Bing's Eatery & Social House,8913 Hwy. 215 ,Maitland,NS,B0N 1T0,"Maitland, NS B0N 1T0
(45.310038, -63.516238)"
005727,Eating Establishment,The Butchers Block Pub & Eatery,540 Southgate DR,Bedford,NS,B4A 0C9,"Bedford, NS B4A 0C9
(44.70926, -63.675013)"
001330,Special Premises,King's Theatre,209 St. George ST,Annapolis Royal,NS,B0S 1A0,"Annapolis Royal, NS B0S 1A0
(44.73394, -65.498816)"
005633,Eating Establishment,Modern Orchid-Southeast Asian Cuisine,171 Hector Gate  ,Dartmouth Crossing,NS,B3B 0E5,"Dartmouth Crossing, NS B3B 0E5
(44.7091, -63.591479)"
003181,Lounge,Blue Rock Lounge,8467 Highway #1 ,Meteghan,NS,B0W 2J0,"Meteghan, NS B0W 2J0
(44.178907, -66.159456)"
006195,Eating Establishment,Canvas Room - Paint & Sip,5521 Cornwallis ST,Halifax,NS,B3K 1B3,"Halifax, NS B3K 1B3
(44.652219, -63.584175)"
004142,Lounge,Day's Inn Hotel & Conference Centre Lounge,50 North ST,Bridgewater,NS,B4V 1E9,"Bridgewater, NS B4V 1E9
(44.373183, -64.515164)"
002305,Lounge,Jake's Dining Room & Lounge,7464 Main ST,Louisbourg,NS,B1C 1H4,"Louisbourg, NS B1C 1H4
(45.922796, -59.967872)"
005665,Eating Establishment,Wok By the Bay,49 Water ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
001969,Special Premises,Harbour Queen I,1751 Lower Water ST,Halifax,NS,B3J 1S5,"Halifax, NS B3J 1S5
(44.648961, -63.572395)"
004976,Lounge,Duncan's Lounge,49 Victoria ST,Amherst,NS,B4H 1X4,"Amherst, NS B4H 1X4
(45.831798, -64.214019)"
006295,Eating Establishment,Downtown Nutrition,1125 Kings RD,Sydney,NS,B1S 1C6,"Sydney, NS B1S 1C6
(46.111815, -60.219069)"
005769,Eating Establishment,Canvas Resto Dining Room,1583 Brunswick ST,Halifax,NS,B3J 3P1,"Halifax, NS B3J 3P1
(44.674409, -63.616146)"
004914,Special Premises,River Run Golf Club,922 West North River RD,North River,NS,B2N 5B4,"North River, NS B2N 5B4
(45.424202, -63.275293)"
004601,Special Premises,Chef Todd's Catering & Deli Ltd.,280 Silver Dart WA,Sydney,NS,B1M 1B8,"Sydney, NS B1M 1B8
(46.167278, -60.048057)"
006328,Lounge,Waves Wharfside Restaurant and Lounge ,1959 Upper Water (Pier) ST,Halifax,NS,B3J 3N2,"Halifax, NS B3J 3N2
(44.652692, -63.577708)"
001867,Lounge,Little New York,3671 Dutch Village  RD,Halifax,NS,B3N 2T1,"Halifax, NS B3N 2T1
(44.657529, -63.63232)"
005605,Eating Establishment,Talay Thai Dartmouth Restaurant,984 Cole Harbour RD,Dartmouth,NS,B2V 1E7,"Dartmouth, NS B2V 1E7
(44.665509, -63.490441)"
005624,Eating Establishment,Roddies Pizza & Steakhouse,10651 Cabot Trail RD,Belle Cote,NS,B0E 1C0,"Belle Cote, NS B0E 1C0
(46.444432, -61.092484)"
001463,Special Premises,VIA Rail Canada Inc.,1161 Hollis ST,Halifax,NS,B3H 2P6,"Halifax, NS B3H 2P6
(44.639525, -63.568835)"
003808,Special Premises,St. Francis Xavier University,11 West ST,Antigonish,NS,B2G 2W5,"Antigonish, NS B2G 2W5
(45.618967, -61.998106)"
002466,Special Premises,St. Margaret's Arena Association,12 Westwood BL,Upper Tantallon,NS,B3Z 1H3,"Upper Tantallon, NS B3Z 1H3
(44.701445, -63.858889)"
005623,Eating Establishment,Lakelawn Pasta House,641 Main ST,Yarmouth,NS,B5A 1K2,"Yarmouth, NS B5A 1K2
(43.850996, -66.114502)"
005991,Lounge,The Middle Spoon Desserterie & Bar,1595 Bedford Hwy. ,Bedford,NS,B4A 3Y4,"Bedford, NS B4A 3Y4
(44.734813, -63.655248)"
005412,Lounge,Pizzeria A Mano Lounge,1477 Lower Water ST,Halifax,NS,B3J 3Z4,"Halifax, NS B3J 3Z4
(44.643489, -63.569389)"
005672,Eating Establishment,The Lobster Pound and Moore,161 Queen ST,North Sydney,NS,B2A 1A9,"North Sydney, NS B2A 1A9
(46.20599, -60.252848)"
004518,Lounge,Crown and Moose Pub,300 Esplanade ST,Sydney,NS,B1P 1A7,"Sydney, NS B1P 1A7
(46.138552, -60.195937)"
003169,Lounge,Fo'c'sle Tavern,42 Queen ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
001827,Military,"Royal Canadian Mounted Police ""H"" Division",80 Garland AV,Dartmouth,NS,B3B 0A7,"Dartmouth, NS B3B 0A7
(44.705943, -63.581746)"
005113,Lounge,Hamachi Teppan - Yaki Steakhouse Lounge,1477 Lower Water ST,Halifax,NS,B3J 1T9,"Halifax, NS B3J 1T9
(44.642627, -63.570253)"
002839,Special Premises,Highlander Curling Club,3916 Hwy 316 ,Saint Andrews,NS,B0H 1X0,"Saint Andrews, NS B0H 1X0
(45.484759, -61.812268)"
005890,Lounge,Field Guide,2076 Gottingen  ST,Halifax,NS,B3K 3B4,"Halifax, NS B3K 3B4
(44.652437, -63.584041)"
003758,Lounge,Admiral Lounge,148 Main ST,Port Hood,NS,B0E 2W0,"Port Hood, NS B0E 2W0
(46.013872, -61.513992)"
002933,Lounge,"Mexicali Rosa's Lounge, Halifax",5472 Spring Garden  RD,Halifax,NS,B3J 1G3,"Halifax, NS B3J 1G3
(44.643266, -63.575991)"
006147,Eating Establishment,The Noodle Guy,964 Hwy.358 .,Port Williams,NS,B0P 1T0,"Port Williams, NS B0P 1T0
(45.106734, -64.416048)"
004038,Lounge,Dooly's Lounge  (Portland St.),590 Portland ST,Dartmouth,NS,B2W 6B7,"Dartmouth, NS B2W 6B7
(44.67072, -63.531267)"
006071,Eating Establishment,Julien's Pastry Shop,5517 Young  ST,Halifax,NS,B3K 0Z7,"Halifax, NS B3K 0Z7
(44.661788, -63.601579)"
002018,Special Premises,Chocolate Lake Hotel ,20 St. Margaret's Bay RD,Halifax,NS,B3N 1J4,"Halifax, NS B3N 1J4
(44.640251, -63.624488)"
006041,Eating Establishment,Fry Daddy's,109 Gerrish ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
005824,Eating Establishment,Little Christo's Pizzeria & Eatery,332 Main  ST,Antigonish,NS,B2G 2C4,"Antigonish, NS B2G 2C4
(45.622486, -61.993594)"
004177,Lounge,Flip Burger ,1565 Argyle ST,Halifax,NS,B3J 2B2,"Halifax, NS B3J 2B2
(44.64533, -63.573882)"
003201,Lounge,Solo Vera Lounge,118 Wyse  RD,Dartmouth,NS,B3A 1N7,"Dartmouth, NS B3A 1N7
(44.669018, -63.576307)"
006246,Eating Establishment,Tusu Karaoke Inc.,5680 Spring Garden  RD,Halifax,NS,B3J 1H5,"Halifax, NS B3J 1H5
(44.642434, -63.579178)"
005967,Lounge,Embers Southern BBQ,191 Charlotte ST,Sydney,NS,B1P 1C4,"Sydney, NS B1P 1C4
(46.14189, -60.196989)"
005849,Eating Establishment,Mother's Pizza Canada ,5710 Young  ST,Halifax,NS,B3K 1Z8,"Halifax, NS B3K 1Z8
(44.660233, -63.601639)"
001114,Special Premises,Baddeck Forks Golf & Recreation Club,12 Baddeck Forks Ext.  ,Baddeck Forks,NS,B0E 1B0,"Baddeck Forks, NS B0E 1B0
(46.135073, -60.88087)"
003548,Special Premises,"Nova Scotia Community College, Lunenburg Campus",75  High ST,Bridgewater,NS,B4V 1V8,"Bridgewater, NS B4V 1V8
(44.372624, -64.529567)"
001967,Lounge,Gio Lounge,1725 Market ST,Halifax,NS,B3J 3N9,"Halifax, NS B3J 3N9
(44.6472, -63.576273)"
004515,Lounge,Paddy's Pub Lounge,42 Aberdeen ST,Kentville,NS,B4N 2N1,"Kentville, NS B4N 2N1
(45.077297, -64.496703)"
003090,Lounge,Anvil Lounge,10 Harbourside DR,Wolfville,NS,B4P 2N5,"Wolfville, NS B4P 2N5
(45.068899, -64.350127)"
005784,Eating Establishment,G. Abato & Son's Italian Market,6061 Young ST,Halifax,NS,,"Halifax, NS
(44.646244, -63.573566)"
002537,Special Premises,Locas on Salter,5171 George  ST,Halifax,NS,,"Halifax, NS
(44.646244, -63.573566)"
004165,Lounge,Daniel's Bar & Grill Lounge,456 Charlotte ST,Sydney,NS,B1P 1E4,"Sydney, NS B1P 1E4
(46.135845, -60.193992)"
004327,Lounge,Frank and Gino's Lounge,286 Robie ST,Truro,NS,B2N 1K8,"Truro, NS B2N 1K8
(45.369024, -63.304306)"
006273,Eating Establishment,Taco Del Mar: Coastal Mexican Cuisine,1526 Dresden  RD,Halifax,NS,B3J 3K3,"Halifax, NS B3J 3K3
(44.643355, -63.578131)"
004194,Lounge,East Side Mario's Lounge (Chain Lake),186 Chain Lake DR,Halifax,NS,B3S 1C5,"Halifax, NS B3S 1C5
(44.647827, -63.674215)"
003826,Lounge,Tempo Food & Drink,1875 Barrington ST,Halifax,NS,B3J 3L6,"Halifax, NS B3J 3L6
(44.648882, -63.57495)"
005814,Eating Establishment,Hotel Alt Halifax Stanfield Dining Room,40  Silver Dart DR,Enfield,NS,B0N 1Y0,"Enfield, NS B0N 1Y0
(44.589327, -65.413834)"
006096,Eating Establishment,Quiznos Sub- Halifax,201 Chain Lake DR,Bayers Lake,NS,B3S 1C8,"Bayers Lake, NS B3S 1C8
(44.649113, -63.675233)"
003925,Lounge,"Whiskey's Lounge, Dartmouth",29 Portland ST,Dartmouth,NS,B2Y 4N3,"Dartmouth, NS B2Y 4N3
(44.670714, -63.548015)"
004188,Lounge,Passage Pub Lounge,3640 Highway #3 ,Barrington Passage,NS,B0W 1G0,"Barrington Passage, NS B0W 1G0
(43.523152, -65.611303)"
005470,Eating Establishment,ela! Greek Taverna,215 Chain Lake DR,Halifax,NS,B3S 1C9,"Halifax, NS B3S 1C9
(44.650134, -63.675523)"
004314,Lounge,The Arms,1515 South Park ST,Halifax,NS,B3J 2L2,"Halifax, NS B3J 2L2
(44.642764, -63.579896)"
005972,Eating Establishment,Baby Panda Asian Cuisine,467 King ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
006103,Eating Establishment,Fat Tony's Bar & Grill ,9 Water ST,Pictou,NS,,"Pictou, NS
(45.678466, -62.706428)"
004644,Special Premises,Lost Creek Golf Club,310 Kinsac RD,Beaverbank,NS,B4G 1C6,"Beaverbank, NS B4G 1C6
(44.845025, -63.673547)"
003863,Lounge,Teazer's Lounge,10 Gerard AV,Amherst,NS,B4H 2S9,"Amherst, NS B4H 2S9
(45.830378, -64.214259)"
006190,Eating Establishment,Make and Break Cafe,8545 Peggy's Cove RD,Indian Harbour,NS,B3P 1Z3,"Indian Harbour, NS B3P 1Z3
(44.62041, -63.618168)"
006119,Lounge,Two Doors Down Bar & Bites,1533 Barrington  ST,Halifax,NS,B3J 1Z4,"Halifax, NS B3J 1Z4
(44.644785, -63.572806)"
005959,Eating Establishment,The Appleseed Modern Diner,33 MacGregor AV,New Glasgow,NS,B2H 5C6,"New Glasgow, NS B2H 5C6
(45.600167, -62.676351)"
005427,Eating Establishment,Bella's Cafe,117 East Victoria  ST,Amherst,NS,B4H 1X9,"Amherst, NS B4H 1X9
(45.835469, -64.211755)"
003416,Lounge,Economy Shoe Shop Cafe & Bar,1663 Argyle ST,Halifax,NS,B3J 2B5,"Halifax, NS B3J 2B5
(44.646362, -63.574407)"
002587,Special Premises,North Shore Recreation Centre,30 Blair AV,Tatamagouche,NS,B0K 1V0,"Tatamagouche, NS B0K 1V0
(45.706691, -63.268772)"
003857,Lounge,The British Bulldog Gastro Pub,920 Cole Harbour RD,Dartmouth,NS,B2V 2J5,"Dartmouth, NS B2V 2J5
(44.671058, -63.499361)"
001683,Lounge,Lane's Privateer Inn Lounge,27-29 Bristol AV,Liverpool,NS,B0T 1KO,"Liverpool, NS B0T 1KO
(44.033298, -64.716599)"
005030,Special Premises,Osprey Arts Centre,107 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
005886,Eating Establishment,La Cucina Cafe Pizzeria and Spaghetti House,220 Chain Lake  DR,Halifax,NS,B3S 1C5,"Halifax, NS B3S 1C5
(44.647827, -63.674215)"
005927,Lounge,Wild Caraway Cafe and Restaurant,3721 Highway 209 ,Advocate Harbour,NS,B0M 1A0,"Advocate Harbour, NS B0M 1A0
(45.33839, -64.774543)"
005579,Eating Establishment,Point of View Suites & RV Park,15 Commercial ST,Louisbourg,NS,B1C 2J4,"Louisbourg, NS B1C 2J4
(45.918436, -59.972801)"
000824,Lounge,China Town Lounge,367 Bedford Highway  ,Halifax,NS,B3M 2L3,"Halifax, NS B3M 2L3
(44.683287, -63.66099)"
004951,Special Premises,Glasgow Square Theatre,155 Riverside Parkway ,New Glasgow,NS,B2H 5E1,"New Glasgow, NS B2H 5E1
(45.590582, -62.609349)"
002244,Special Premises,Whitman Inn,12389 Highway #8  ,Kempt,NS,B0T 1B0,"Kempt, NS B0T 1B0
(44.392584, -65.036832)"
006299,Eating Establishment,Rinaldo's Italian American Specialties,2186 Windsor  ST,Halifax,NS,B3K 5B8,"Halifax, NS B3K 5B8
(44.649945, -63.595093)"
005418,Eating Establishment,Cut Steakhouse & Urban Grill,5120 Salter ST,Halifax,,B3J 0A1,"Halifax B3J 0A1
(44.644929, -63.570914)"
005701,Eating Establishment,Cicero's Casual Fine Dining on the Water,122 Post Office RD,Porters Lake,NS,B3E 1H7,"Porters Lake, NS B3E 1H7
(44.739259, -63.302834)"
006200,Eating Establishment,Wow Hot Pot Restaurant,5650 Spring Garden  RD,Halifax,NS,B3J 1H4,"Halifax, NS B3J 1H4
(44.642649, -63.57836)"
004984,Lounge,Montana's Cookhouse Lounge,194B Chain Lake DR,Halifax,NS,B3S 1C5,"Halifax, NS B3S 1C5
(44.647827, -63.674215)"
005658,Eating Establishment,Cabot Links at Inverness,10 Beach RD,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
001212,Special Premises,University of King's College,6350 Coburg RD,Halifax,NS,B3H 2A1,"Halifax, NS B3H 2A1
(44.637779, -63.59625)"
006314,Eating Establishment,JD Deagle Cafe,44 Ochterloney ST,Dartmouth,NS,B2Y 1B9,"Dartmouth, NS B2Y 1B9
(44.665782, -63.569362)"
003135,Lounge,House of Jade Lounge,8164 Main RD,Sherbrooke,NS,B0J 3C0,"Sherbrooke, NS B0J 3C0
(45.132294, -61.938627)"
002747,Special Premises,Day's Inn Convention Center,50 North ST,Bridgewater,NS,B4V 1E9,"Bridgewater, NS B4V 1E9
(44.373183, -64.515164)"
004296,Lounge,Durty Nelly's Irish Pub Lng,1646 Barrington  ST,Halifax,NS,B3J 2A3,"Halifax, NS B3J 2A3
(44.64631, -63.573618)"
004186,Lounge,Julia's Lounge,165 Willow ST,Truro,NS,B2N 4Z9,"Truro, NS B2N 4Z9
(45.359141, -63.290926)"
002874,Lounge,Lion's Head Lounge,3081 Robie ST,Halifax,NS,B3K 4P7,"Halifax, NS B3K 4P7
(44.659563, -63.602092)"
003314,Lounge,End of the Line Pub & Grill Lounge,73 Queen ST,Bridgetown,NS,B0S 1C0,"Bridgetown, NS B0S 1C0
(44.834214, -65.303069)"
005697,Eating Establishment,Cafe l'Acadie,636 Bedford HY,Bedford,NS,B3M 2L8,"Bedford, NS B3M 2L8
(44.697881, -63.661169)"
004934,Lounge,Rissers Social House,94 Pelham ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
006355,Eating Establishment,CHKN CHOP,6041 North ST,Halifax,NS,B3K 1P1,"Halifax, NS B3K 1P1
(44.654128, -63.595605)"
004931,Lounge,Parkside Pub & Smokehouse,14 Highfield Park DR,Dartmouth,NS,B4A 4T6,"Dartmouth, NS B4A 4T6
(44.724566, -63.664736)"
003814,Special Premises,Cape Smokey Ski Lodge ,38696 Cabot Trail  ,Ingonish Ferry,NS,B0C 1L0,"Ingonish Ferry, NS B0C 1L0
(46.646823, -60.408302)"
006124,Lounge,Lanna Thai Kitchen,547 King ST,Bridgewater,NS,B4V 1B3,"Bridgewater, NS B4V 1B3
(44.376491, -64.51758)"
006090,Eating Establishment,Lot Six Bar & Restaurant,1685 Argyle  ST,Halifax,NS,B3J 2B5,"Halifax, NS B3J 2B5
(44.646362, -63.574407)"
006284,Eating Establishment,The Gallery Grill,963 Central AV,Greenwood ,NS,B0P1R0,"Greenwood, NS B0P1R0
(44.981256, -64.944938)"
